Day,Week,ID,Replicate,Treatment,Stressor_app,Light_level,Light_conc,Diuron_level,Diuron_conc,Avg_Photo_Total,Day0PE
4,4,28J,10,28,OutPhase,Low Light,25,High Herbicide,2,0.77275,0.7655
4,4,28K,11,28,OutPhase,Low Light,25,High Herbicide,2,0.595522727,0.80475
4,4,28L,12,28,OutPhase,Low Light,25,High Herbicide,2,0.446,0.7965
6,1,28A,1,28,OutPhase,Low Light,25,High Herbicide,2,0.08625,0.763
6,1,28B,2,28,OutPhase,Low Light,25,High Herbicide,2,0.25525,0.76475
6,1,28C,3,28,OutPhase,Low Light,25,High Herbicide,2,0.67525,0.79825
6,2,28D,4,28,OutPhase,Low Light,25,High Herbicide,2,0.3965,0.767
6,2,28E,5,28,OutPhase,Low Light,25,High Herbicide,2,0.624,0.70225
6,2,28F,6,28,OutPhase,Low Light,25,High Herbicide,2,0.3695,0.766
6,3,28G,7,28,OutPhase,Low Light,25,High Herbicide,2,0.365431818,0.7805
6,3,28H,8,28,OutPhase,Low Light,25,High Herbicide,2,0.333,0.74525
6,3,28I,9,28,OutPhase,Low Light,25,High Herbicide,2,0.39,0.78625
6,4,28J,10,28,OutPhase,Low Light,25,High Herbicide,2,0.264,0.7655
6,4,28K,11,28,OutPhase,Low Light,25,High Herbicide,2,0.15175,0.80475
6,4,28L,12,28,OutPhase,Low Light,25,High Herbicide,2,0.47425,0.7965
7,1,28A,1,28,OutPhase,Low Light,25,High Herbicide,2,0.699,0.763
7,1,28B,2,28,OutPhase,Low Light,25,High Herbicide,2,0.67325,0.76475
7,1,28C,3,28,OutPhase,Low Light,25,High Herbicide,2,0.64775,0.79825
7,2,28F,6,28,OutPhase,Low Light,25,High Herbicide,2,0.631,0.766
7,2,28D,4,28,OutPhase,Low Light,25,High Herbicide,2,0.52575,0.767
7,2,28E,5,28,OutPhase,Low Light,25,High Herbicide,2,0.67425,0.70225
7,3,28G,7,28,OutPhase,Low Light,25,High Herbicide,2,NA,0.7805
7,3,28H,8,28,OutPhase,Low Light,25,High Herbicide,2,0.244,0.74525
7,3,28I,9,28,OutPhase,Low Light,25,High Herbicide,2,0.615,0.78625
7,4,28L,12,28,OutPhase,Low Light,25,High Herbicide,2,0.73825,0.7965
7,4,28J,10,28,OutPhase,Low Light,25,High Herbicide,2,0.6055,0.7655
7,4,28K,11,28,OutPhase,Low Light,25,High Herbicide,2,NA,0.80475
