Day,Week,ID,Replicate,Treatment,Stressor_app,Light_level,Light_conc,Diuron_level,Diuron_conc,Avg_Photo_Total,Day0PE
4,1,13B,2,13,StaticFlux,Medium Light,75,High Herbicide,2,0.71325,0.7925
4,1,13C,3,13,StaticFlux,Medium Light,75,High Herbicide,2,0.54,0.743
4,2,13D,4,13,StaticFlux,Medium Light,75,High Herbicide,2,0.67975,0.757
4,2,13E,5,13,StaticFlux,Medium Light,75,High Herbicide,2,0.7105,0.774
4,2,13F,6,13,StaticFlux,Medium Light,75,High Herbicide,2,0.7365,0.7595
4,3,13G,7,13,StaticFlux,Medium Light,75,High Herbicide,2,0.73875,0.7665
4,3,13H,8,13,StaticFlux,Medium Light,75,High Herbicide,2,0.73925,0.7865
4,3,13I,9,13,StaticFlux,Medium Light,75,High Herbicide,2,0.60075,0.822
4,4,13J,10,13,StaticFlux,Medium Light,75,High Herbicide,2,0.71475,0.806
4,4,13K,11,13,StaticFlux,Medium Light,75,High Herbicide,2,0.722,0.79675
4,4,13L,12,13,StaticFlux,Medium Light,75,High Herbicide,2,0.63625,0.78675
6,1,13A,1,13,StaticFlux,Medium Light,75,High Herbicide,2,0.097,0.768
6,1,13B,2,13,StaticFlux,Medium Light,75,High Herbicide,2,0.52075,0.7925
6,1,13C,3,13,StaticFlux,Medium Light,75,High Herbicide,2,0.4885,0.743
6,2,13D,4,13,StaticFlux,Medium Light,75,High Herbicide,2,0.31075,0.757
6,2,13E,5,13,StaticFlux,Medium Light,75,High Herbicide,2,0.35575,0.774
6,2,13F,6,13,StaticFlux,Medium Light,75,High Herbicide,2,0.36775,0.7595
6,3,13G,7,13,StaticFlux,Medium Light,75,High Herbicide,2,0.67425,0.7665
6,3,13H,8,13,StaticFlux,Medium Light,75,High Herbicide,2,0.65525,0.7865
6,3,13I,9,13,StaticFlux,Medium Light,75,High Herbicide,2,0.4875,0.822
6,4,13J,10,13,StaticFlux,Medium Light,75,High Herbicide,2,0.2005,0.806
6,4,13K,11,13,StaticFlux,Medium Light,75,High Herbicide,2,0.213,0.79675
6,4,13L,12,13,StaticFlux,Medium Light,75,High Herbicide,2,0.64125,0.78675
7,1,13A,1,13,StaticFlux,Medium Light,75,High Herbicide,2,0.313,0.768
7,1,13B,2,13,StaticFlux,Medium Light,75,High Herbicide,2,0.62825,0.7925
7,1,13C,3,13,StaticFlux,Medium Light,75,High Herbicide,2,0.4085,0.743
7,2,13F,6,13,StaticFlux,Medium Light,75,High Herbicide,2,0.4195,0.7595
7,2,13D,4,13,StaticFlux,Medium Light,75,High Herbicide,2,0.26675,0.757
7,2,13E,5,13,StaticFlux,Medium Light,75,High Herbicide,2,0.535,0.774
7,3,13G,7,13,StaticFlux,Medium Light,75,High Herbicide,2,0.63725,0.7665
7,3,13H,8,13,StaticFlux,Medium Light,75,High Herbicide,2,0.604,0.7865
7,3,13I,9,13,StaticFlux,Medium Light,75,High Herbicide,2,0.468,0.822
7,4,13L,12,13,StaticFlux,Medium Light,75,High Herbicide,2,0.459,0.78675
7,4,13J,10,13,StaticFlux,Medium Light,75,High Herbicide,2,0.44175,0.806
7,4,13K,11,13,StaticFlux,Medium Light,75,High Herbicide,2,0.5075,0.79675
2,1,14A,1,14,StaticFlux,Low Light,25,High Herbicide,2,0.73625,0.746
2,1,14B,2,14,StaticFlux,Low Light,25,High Herbicide,2,0.68025,0.78325
2,1,14C,3,14,StaticFlux,Low Light,25,High Herbicide,2,0.37875,0.78375
2,2,14D,4,14,StaticFlux,Low Light,25,High Herbicide,2,0.73475,0.77725
2,2,14E,5,14,StaticFlux,Low Light,25,High Herbicide,2,0.75775,0.78725
2,2,14F,6,14,StaticFlux,Low Light,25,High Herbicide,2,0.76275,0.7635
2,3,14G,7,14,StaticFlux,Low Light,25,High Herbicide,2,0.7425,0.792
2,3,14H,8,14,StaticFlux,Low Light,25,High Herbicide,2,0.73975,0.7895
2,3,14I,9,14,StaticFlux,Low Light,25,High Herbicide,2,0.75075,0.80325
2,4,14J,10,14,StaticFlux,Low Light,25,High Herbicide,2,0.73025,0.80375
2,4,14K,11,14,StaticFlux,Low Light,25,High Herbicide,2,0.7675,0.77475
2,4,14L,12,14,StaticFlux,Low Light,25,High Herbicide,2,0.72075,0.803
4,1,14A,1,14,StaticFlux,Low Light,25,High Herbicide,2,0.73775,0.746
4,1,14B,2,14,StaticFlux,Low Light,25,High Herbicide,2,0.7375,0.78325
4,1,14C,3,14,StaticFlux,Low Light,25,High Herbicide,2,0.59825,0.78375
4,2,14D,4,14,StaticFlux,Low Light,25,High Herbicide,2,0.5485,0.77725
4,2,14E,5,14,StaticFlux,Low Light,25,High Herbicide,2,0.52175,0.78725
4,2,14F,6,14,StaticFlux,Low Light,25,High Herbicide,2,0.774,0.7635
4,3,14G,7,14,StaticFlux,Low Light,25,High Herbicide,2,0.7385,0.792
4,3,14H,8,14,StaticFlux,Low Light,25,High Herbicide,2,0.75375,0.7895
4,3,14I,9,14,StaticFlux,Low Light,25,High Herbicide,2,0.78175,0.80325
4,4,14J,10,14,StaticFlux,Low Light,25,High Herbicide,2,0.7515,0.80375
4,4,14K,11,14,StaticFlux,Low Light,25,High Herbicide,2,0.78375,0.77475
4,4,14L,12,14,StaticFlux,Low Light,25,High Herbicide,2,0.45525,0.803
6,1,14A,1,14,StaticFlux,Low Light,25,High Herbicide,2,0.418,0.746
6,1,14B,2,14,StaticFlux,Low Light,25,High Herbicide,2,0.3935,0.78325
6,1,14C,3,14,StaticFlux,Low Light,25,High Herbicide,2,0.64775,0.78375
6,2,14D,4,14,StaticFlux,Low Light,25,High Herbicide,2,0.57075,0.77725
6,2,14E,5,14,StaticFlux,Low Light,25,High Herbicide,2,0.6925,0.78725
6,2,14F,6,14,StaticFlux,Low Light,25,High Herbicide,2,0.40575,0.7635
6,3,14G,7,14,StaticFlux,Low Light,25,High Herbicide,2,0.4565,0.792
6,3,14H,8,14,StaticFlux,Low Light,25,High Herbicide,2,0.5205,0.7895
6,3,14I,9,14,StaticFlux,Low Light,25,High Herbicide,2,0.3625,0.80325
6,4,14J,10,14,StaticFlux,Low Light,25,High Herbicide,2,0.45475,0.80375
6,4,14K,11,14,StaticFlux,Low Light,25,High Herbicide,2,0.54675,0.77475
6,4,14L,12,14,StaticFlux,Low Light,25,High Herbicide,2,0.7485,0.803
7,1,14A,1,14,StaticFlux,Low Light,25,High Herbicide,2,0.59325,0.746
7,1,14B,2,14,StaticFlux,Low Light,25,High Herbicide,2,0.61875,0.78325
7,1,14C,3,14,StaticFlux,Low Light,25,High Herbicide,2,0.646,0.78375
7,2,14F,6,14,StaticFlux,Low Light,25,High Herbicide,2,0.5725,0.7635
7,2,14D,4,14,StaticFlux,Low Light,25,High Herbicide,2,0.616,0.77725
7,2,14E,5,14,StaticFlux,Low Light,25,High Herbicide,2,0.65975,0.78725
7,3,14G,7,14,StaticFlux,Low Light,25,High Herbicide,2,0.68225,0.792
7,3,14H,8,14,StaticFlux,Low Light,25,High Herbicide,2,0.682,0.7895
7,3,14I,9,14,StaticFlux,Low Light,25,High Herbicide,2,0.5565,0.80325
7,4,14L,12,14,StaticFlux,Low Light,25,High Herbicide,2,0.605,0.803
7,4,14J,10,14,StaticFlux,Low Light,25,High Herbicide,2,0.44575,0.80375
7,4,14K,11,14,StaticFlux,Low Light,25,High Herbicide,2,0.48175,0.77475
2,1,17A,1,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.73725,0.78525
2,1,17B,2,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.30125,0.74075
2,1,17C,3,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.70425,0.73275
2,2,17D,4,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.706,0.8
2,2,17E,5,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.66225,0.772
2,2,17F,6,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.77475,0.77225
2,3,17G,7,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.71175,0.80125
2,3,17H,8,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.73425,0.78675
2,3,17I,9,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.7365,0.78225
2,4,17J,10,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.74075,0.78825
2,4,17K,11,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.7595,0.79875
2,4,17L,12,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.71325,0.819
4,1,17A,1,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.6785,0.78525
4,1,17B,2,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.1315,0.74075
4,1,17C,3,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.528,0.73275
4,2,17D,4,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.70375,0.8
4,2,17E,5,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.6205,0.772
4,2,17F,6,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.7055,0.77225
4,3,17G,7,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.4175,0.80125
4,3,17H,8,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.5955,0.78675
4,3,17I,9,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.68425,0.78225
4,4,17J,10,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.67525,0.78825
4,4,17K,11,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.65125,0.79875
4,4,17L,12,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.62125,0.819
6,1,17A,1,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.664,0.78525
6,1,17B,2,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.26175,0.74075
6,1,17C,3,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.46575,0.73275
6,2,17D,4,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.4745,0.8
6,2,17E,5,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.5545,0.772
6,2,17F,6,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.757,0.77225
6,3,17G,7,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.67675,0.80125
6,3,17H,8,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.580363636,0.78675
6,3,17I,9,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.68,0.78225
6,4,17J,10,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.49175,0.78825
6,4,17K,11,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.623,0.79875
6,4,17L,12,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.735,0.819
7,1,17A,1,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.595,0.78525
7,1,17B,2,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.16425,0.74075
7,1,17C,3,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.56225,0.73275
7,2,17F,6,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.507,0.77225
7,2,17D,4,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.5685,0.8
7,2,17E,5,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.58325,0.772
7,3,17G,7,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.627,0.80125
7,3,17H,8,17,FluxStatic,Medium Light,75,Medium Herbicide,1,NA,0.78675
7,3,17I,9,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.53325,0.78225
7,4,17L,12,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.6815,0.819
7,4,17J,10,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.39975,0.78825
7,4,17K,11,17,FluxStatic,Medium Light,75,Medium Herbicide,1,0.34025,0.79875
2,1,18A,1,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.7055,0.798
2,1,18B,2,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.67575,0.78025
2,1,18C,3,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.35475,0.79375
2,2,18D,4,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.77375,0.79325
2,2,18E,5,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.763,0.785
2,2,18F,6,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.746,0.765
2,3,18G,7,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.758,0.77175
2,3,18H,8,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.7615,0.82325
2,3,18I,9,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.751,0.789
2,4,18J,10,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.7485,0.79475
2,4,18K,11,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.7675,0.817
2,4,18L,12,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.764,0.79
4,1,18A,1,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.728,0.798
4,1,18B,2,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.73875,0.78025
4,1,18C,3,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.1025,0.79375
4,2,18D,4,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.742,0.79325
4,2,18E,5,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.72725,0.785
4,2,18F,6,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.7575,0.765
4,3,18G,7,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.6005,0.77175
4,3,18H,8,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.73275,0.82325
4,3,18I,9,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.705,0.789
4,4,18J,10,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.754,0.79475
4,4,18K,11,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.766,0.817
4,4,18L,12,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.717,0.79
6,1,18A,1,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.719,0.798
6,1,18B,2,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.673,0.78025
6,1,18C,3,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.671568182,0.79375
6,2,18D,4,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.50725,0.79325
6,2,18E,5,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.49775,0.785
6,2,18F,6,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.68925,0.765
6,3,18G,7,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.74875,0.77175
6,3,18H,8,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.76,0.82325
6,3,18I,9,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.663,0.789
6,4,18J,10,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.754,0.79475
6,4,18K,11,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.6325,0.817
6,4,18L,12,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.74275,0.79
7,1,18B,2,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.7315,0.798
7,1,18C,3,18,FluxStatic,Low Light,25,Medium Herbicide,1,NA,0.78025
7,1,18A,1,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.7215,0.79375
7,2,18F,6,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.73,0.765
7,2,18D,4,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.64675,0.79325
7,2,18E,5,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.58875,0.785
7,3,18G,7,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.328,0.77175
7,3,18H,8,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.37175,0.82325
7,3,18I,9,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.70925,0.789
7,4,18L,12,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.51975,0.79
7,4,18J,10,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.47775,0.79475
7,4,18K,11,18,FluxStatic,Low Light,25,Medium Herbicide,1,0.23575,0.817
2,1,19A,1,19,FluxStatic,Medium Light,75,High Herbicide,2,0.72125,0.798
2,1,19B,2,19,FluxStatic,Medium Light,75,High Herbicide,2,0.645,0.7775
2,1,19C,3,19,FluxStatic,Medium Light,75,High Herbicide,2,0.42125,0.77425
2,2,19D,4,19,FluxStatic,Medium Light,75,High Herbicide,2,0.74375,0.74925
2,2,19E,5,19,FluxStatic,Medium Light,75,High Herbicide,2,0.75175,0.70175
2,2,19F,6,19,FluxStatic,Medium Light,75,High Herbicide,2,0.7415,0.762
2,3,19G,7,19,FluxStatic,Medium Light,75,High Herbicide,2,0.75025,0.80475
2,3,19H,8,19,FluxStatic,Medium Light,75,High Herbicide,2,0.75275,0.7995
2,3,19I,9,19,FluxStatic,Medium Light,75,High Herbicide,2,0.761,0.80475
2,4,19J,10,19,FluxStatic,Medium Light,75,High Herbicide,2,0.75325,0.761
2,4,19K,11,19,FluxStatic,Medium Light,75,High Herbicide,2,0.75325,0.777
2,4,19L,12,19,FluxStatic,Medium Light,75,High Herbicide,2,0.70325,0.76
4,1,19A,1,19,FluxStatic,Medium Light,75,High Herbicide,2,0.616,0.798
4,1,19B,2,19,FluxStatic,Medium Light,75,High Herbicide,2,0.67025,0.7775
4,1,19C,3,19,FluxStatic,Medium Light,75,High Herbicide,2,0.555,0.77425
4,2,19D,4,19,FluxStatic,Medium Light,75,High Herbicide,2,0.602,0.74925
4,2,19E,5,19,FluxStatic,Medium Light,75,High Herbicide,2,0.69025,0.70175
4,2,19F,6,19,FluxStatic,Medium Light,75,High Herbicide,2,0.70025,0.762
4,3,19G,7,19,FluxStatic,Medium Light,75,High Herbicide,2,0.77,0.80475
4,3,19H,8,19,FluxStatic,Medium Light,75,High Herbicide,2,0.71625,0.7995
4,3,19I,9,19,FluxStatic,Medium Light,75,High Herbicide,2,0.688,0.80475
4,4,19J,10,19,FluxStatic,Medium Light,75,High Herbicide,2,0.63425,0.761
4,4,19K,11,19,FluxStatic,Medium Light,75,High Herbicide,2,0.606,0.777
4,4,19L,12,19,FluxStatic,Medium Light,75,High Herbicide,2,0.656,0.76
6,1,19A,1,19,FluxStatic,Medium Light,75,High Herbicide,2,0.58025,0.798
6,1,19B,2,19,FluxStatic,Medium Light,75,High Herbicide,2,0.59225,0.7775
6,1,19C,3,19,FluxStatic,Medium Light,75,High Herbicide,2,0.59,0.77425
6,2,19D,4,19,FluxStatic,Medium Light,75,High Herbicide,2,0.6335,0.74925
6,2,19E,5,19,FluxStatic,Medium Light,75,High Herbicide,2,0.6435,0.70175
6,2,19F,6,19,FluxStatic,Medium Light,75,High Herbicide,2,0.72675,0.762
6,3,19G,7,19,FluxStatic,Medium Light,75,High Herbicide,2,0.71525,0.80475
6,3,19H,8,19,FluxStatic,Medium Light,75,High Herbicide,2,0.698,0.7995
6,3,19I,9,19,FluxStatic,Medium Light,75,High Herbicide,2,0.403,0.80475
6,4,19J,10,19,FluxStatic,Medium Light,75,High Herbicide,2,0.66725,0.761
6,4,19K,11,19,FluxStatic,Medium Light,75,High Herbicide,2,0.10975,0.777
6,4,19L,12,19,FluxStatic,Medium Light,75,High Herbicide,2,0.51525,0.76
7,1,19A,1,19,FluxStatic,Medium Light,75,High Herbicide,2,0.57275,0.798
7,1,19B,2,19,FluxStatic,Medium Light,75,High Herbicide,2,0.596,0.7775
7,1,19C,3,19,FluxStatic,Medium Light,75,High Herbicide,2,0.4025,0.77425
7,2,19F,6,19,FluxStatic,Medium Light,75,High Herbicide,2,0.6425,0.762
7,2,19D,4,19,FluxStatic,Medium Light,75,High Herbicide,2,0.6095,0.74925
7,2,19E,5,19,FluxStatic,Medium Light,75,High Herbicide,2,0.6095,0.70175
7,3,19G,7,19,FluxStatic,Medium Light,75,High Herbicide,2,0.614,0.80475
7,3,19H,8,19,FluxStatic,Medium Light,75,High Herbicide,2,0.675,0.7995
7,3,19I,9,19,FluxStatic,Medium Light,75,High Herbicide,2,0.2565,0.80475
7,4,19L,12,19,FluxStatic,Medium Light,75,High Herbicide,2,0.493,0.76
7,4,19J,10,19,FluxStatic,Medium Light,75,High Herbicide,2,0.33725,0.761
7,4,19K,11,19,FluxStatic,Medium Light,75,High Herbicide,2,0.42175,0.777
2,1,20A,1,20,FluxStatic,Low Light,25,High Herbicide,2,0.75175,0.73
2,1,20B,2,20,FluxStatic,Low Light,25,High Herbicide,2,0.49725,0.75925
2,1,20C,3,20,FluxStatic,Low Light,25,High Herbicide,2,0.17975,0.80375
2,2,20D,4,20,FluxStatic,Low Light,25,High Herbicide,2,0.74775,0.7945
2,2,20E,5,20,FluxStatic,Low Light,25,High Herbicide,2,0.73075,0.76075
2,2,20F,6,20,FluxStatic,Low Light,25,High Herbicide,2,0.75325,0.75575
2,3,20G,7,20,FluxStatic,Low Light,25,High Herbicide,2,0.74125,0.7765
2,3,20H,8,20,FluxStatic,Low Light,25,High Herbicide,2,0.7515,0.75525
2,3,20I,9,20,FluxStatic,Low Light,25,High Herbicide,2,0.73725,0.8015
2,4,20J,10,20,FluxStatic,Low Light,25,High Herbicide,2,0.7795,0.77025
2,4,20K,11,20,FluxStatic,Low Light,25,High Herbicide,2,0.7795,0.80925
2,4,20L,12,20,FluxStatic,Low Light,25,High Herbicide,2,0.776,0.8245
4,1,20A,1,20,FluxStatic,Low Light,25,High Herbicide,2,0.7495,0.73
4,1,20B,2,20,FluxStatic,Low Light,25,High Herbicide,2,0.58825,0.75925
4,1,20C,3,20,FluxStatic,Low Light,25,High Herbicide,2,0.615,0.80375
4,2,20D,4,20,FluxStatic,Low Light,25,High Herbicide,2,0.676,0.7945
4,2,20E,5,20,FluxStatic,Low Light,25,High Herbicide,2,0.722,0.76075
4,2,20F,6,20,FluxStatic,Low Light,25,High Herbicide,2,0.7515,0.75575
4,3,20G,7,20,FluxStatic,Low Light,25,High Herbicide,2,0.7265,0.7765
4,3,20H,8,20,FluxStatic,Low Light,25,High Herbicide,2,0.56725,0.75525
4,3,20I,9,20,FluxStatic,Low Light,25,High Herbicide,2,0.68425,0.8015
4,4,20J,10,20,FluxStatic,Low Light,25,High Herbicide,2,0.71975,0.77025
4,4,20K,11,20,FluxStatic,Low Light,25,High Herbicide,2,0.7315,0.80925
4,4,20L,12,20,FluxStatic,Low Light,25,High Herbicide,2,0.71175,0.8245
6,1,20A,1,20,FluxStatic,Low Light,25,High Herbicide,2,0.35375,0.73
6,1,20B,2,20,FluxStatic,Low Light,25,High Herbicide,2,0.2035,0.75925
6,1,20C,3,20,FluxStatic,Low Light,25,High Herbicide,2,0.2355,0.80375
6,2,20D,4,20,FluxStatic,Low Light,25,High Herbicide,2,0.37225,0.7945
6,2,20E,5,20,FluxStatic,Low Light,25,High Herbicide,2,0.32825,0.76075
6,2,20F,6,20,FluxStatic,Low Light,25,High Herbicide,2,0.757,0.75575
6,3,20G,7,20,FluxStatic,Low Light,25,High Herbicide,2,0.6215,0.7765
6,3,20H,8,20,FluxStatic,Low Light,25,High Herbicide,2,0.577,0.75525
6,3,20I,9,20,FluxStatic,Low Light,25,High Herbicide,2,0.731,0.8015
6,4,20J,10,20,FluxStatic,Low Light,25,High Herbicide,2,0.63975,0.77025
6,4,20K,11,20,FluxStatic,Low Light,25,High Herbicide,2,0.515,0.80925
6,4,20L,12,20,FluxStatic,Low Light,25,High Herbicide,2,0.7055,0.8245
7,1,20A,1,20,FluxStatic,Low Light,25,High Herbicide,2,0.63825,0.73
7,1,20B,2,20,FluxStatic,Low Light,25,High Herbicide,2,0.64025,0.75925
7,1,20C,3,20,FluxStatic,Low Light,25,High Herbicide,2,0.45725,0.80375
7,2,20F,6,20,FluxStatic,Low Light,25,High Herbicide,2,0.7335,0.75575
7,2,20D,4,20,FluxStatic,Low Light,25,High Herbicide,2,0.5815,0.7945
7,2,20E,5,20,FluxStatic,Low Light,25,High Herbicide,2,0.05975,0.76075
7,3,20G,7,20,FluxStatic,Low Light,25,High Herbicide,2,0.65825,0.7765
7,3,20H,8,20,FluxStatic,Low Light,25,High Herbicide,2,0.68225,0.75525
7,3,20I,9,20,FluxStatic,Low Light,25,High Herbicide,2,0.7,0.8015
7,4,20L,12,20,FluxStatic,Low Light,25,High Herbicide,2,0.67875,0.8245
7,4,20J,10,20,FluxStatic,Low Light,25,High Herbicide,2,0.04,0.77025
7,4,20K,11,20,FluxStatic,Low Light,25,High Herbicide,2,0.2245,0.80925
2,1,21A,1,21,InPhase,Medium Light,75,Medium Herbicide,1,0.7525,0.77875
2,1,21B,2,21,InPhase,Medium Light,75,Medium Herbicide,1,0.5515,0.80875
2,1,21C,3,21,InPhase,Medium Light,75,Medium Herbicide,1,0.58875,0.71175
2,2,21D,4,21,InPhase,Medium Light,75,Medium Herbicide,1,0.73625,0.7795
2,2,21E,5,21,InPhase,Medium Light,75,Medium Herbicide,1,0.71725,0.749
2,2,21F,6,21,InPhase,Medium Light,75,Medium Herbicide,1,0.72025,0.795
2,3,21G,7,21,InPhase,Medium Light,75,Medium Herbicide,1,0.777,0.7805
2,3,21H,8,21,InPhase,Medium Light,75,Medium Herbicide,1,0.746,0.795
2,3,21I,9,21,InPhase,Medium Light,75,Medium Herbicide,1,0.63925,0.8045
2,4,21J,10,21,InPhase,Medium Light,75,Medium Herbicide,1,0.442,0.78625
2,4,21K,11,21,InPhase,Medium Light,75,Medium Herbicide,1,0.731,0.784
2,4,21L,12,21,InPhase,Medium Light,75,Medium Herbicide,1,0.719,0.799
4,1,21A,1,21,InPhase,Medium Light,75,Medium Herbicide,1,0.71675,0.77875
4,1,21B,2,21,InPhase,Medium Light,75,Medium Herbicide,1,0.69875,0.80875
4,1,21C,3,21,InPhase,Medium Light,75,Medium Herbicide,1,0.607,0.71175
4,2,21D,4,21,InPhase,Medium Light,75,Medium Herbicide,1,0.7005,0.7795
4,2,21E,5,21,InPhase,Medium Light,75,Medium Herbicide,1,0.6625,0.749
4,2,21F,6,21,InPhase,Medium Light,75,Medium Herbicide,1,0.582,0.795
4,3,21G,7,21,InPhase,Medium Light,75,Medium Herbicide,1,0.5885,0.7805
4,3,21H,8,21,InPhase,Medium Light,75,Medium Herbicide,1,0.64375,0.795
4,3,21I,9,21,InPhase,Medium Light,75,Medium Herbicide,1,0.605,0.8045
4,4,21J,10,21,InPhase,Medium Light,75,Medium Herbicide,1,0.6675,0.78625
4,4,21K,11,21,InPhase,Medium Light,75,Medium Herbicide,1,0.726,0.784
4,4,21L,12,21,InPhase,Medium Light,75,Medium Herbicide,1,0.70325,0.799
6,1,21A,1,21,InPhase,Medium Light,75,Medium Herbicide,1,0.40475,0.77875
6,1,21B,2,21,InPhase,Medium Light,75,Medium Herbicide,1,0.2695,0.80875
6,1,21C,3,21,InPhase,Medium Light,75,Medium Herbicide,1,0.51925,0.71175
6,2,21D,4,21,InPhase,Medium Light,75,Medium Herbicide,1,0.47475,0.7795
6,2,21E,5,21,InPhase,Medium Light,75,Medium Herbicide,1,0.615,0.749
6,2,21F,6,21,InPhase,Medium Light,75,Medium Herbicide,1,0.72925,0.795
6,3,21G,7,21,InPhase,Medium Light,75,Medium Herbicide,1,0.611,0.7805
6,3,21H,8,21,InPhase,Medium Light,75,Medium Herbicide,1,0.61725,0.795
6,3,21I,9,21,InPhase,Medium Light,75,Medium Herbicide,1,0.3325,0.8045
6,4,21J,10,21,InPhase,Medium Light,75,Medium Herbicide,1,0.23,0.78625
6,4,21K,11,21,InPhase,Medium Light,75,Medium Herbicide,1,0.355,0.784
6,4,21L,12,21,InPhase,Medium Light,75,Medium Herbicide,1,0.66875,0.799
7,1,21A,1,21,InPhase,Medium Light,75,Medium Herbicide,1,0.6875,0.77875
